rep,snp_1_12709676,snp_2_52446065,snp_3_89229500,snp_4_98371204,snp_5_76120008
1,96.90369678363311,79.10276320923472,97.36099701759667,119.83359604395298,126.21489335258457
2,127.28321329536841,130.17907821723253,136.961043920187,123.93806310825185,98.03279416348364
3,115.48964597783169,100.87603654562157,171.93751971484704,84.89220876655129,195.31930372660133
4,105.2654976986014,109.16992618591955,181.12259135345136,90.43854429480886,162.11809503715378
5,101.83609342978751,103.09585087096902,140.42111052258954,132.09269677750865,171.72760589083086
6,89.11765993819193,137.0015793045452,141.7116635183825,106.66779554342536,138.93611746540634
7,103.42591624040857,105.49927982382614,126.70782475801491,88.45524749000937,96.9226672077675
8,79.07540530231569,128.46097764788297,132.70455654687638,67.44842936363561,104.55076635403141
9,108.03826968719667,80.09359305606554,99.91909821386629,112.42190535134588,135.91603302906532
10,92.83311719815507,104.70045319070198,118.0382608372879,80.35036370330948,135.02129182820863
11,97.85240699229621,96.85952422309467,164.7778914477428,129.76821928325242,122.85790012571903
12,76.13182175364246,109.07276626785607,194.89197152704207,157.1303599011318,154.0105519422657
13,103.97096430344185,122.20315788707232,105.9161120994385,92.29104285505943,129.68153511426087
14,113.01715264697512,60.77079271771242,142.4521456360074,103.1518007299139,130.14349701008047
15,137.88909091940093,126.10118100260303,123.55149359042952,116.67046780292846,124.38168682710149
16,143.38144313402904,76.48318560220281,126.96316645481309,97.31341110443219,146.38447214734407
17,110.18187890234024,78.10961572012363,135.20137887266262,120.21723865472501,141.2166905375911
18,106.24176881402444,101.92884758404385,111.41301519172828,87.57847482573182,106.44498953556848
19,121.15612183899503,111.13213341391364,140.7520744126087,96.83595141476628,119.84122095050529
20,100.94874348264801,108.51301304156462,95.60675092803841,118.77064683290038,129.24147596713973
21,104.28224373642018,98.56038211188365,107.48167333043406,81.35947924711571,111.28941305732269
22,86.37297211474696,105.80796817712616,144.09600034600376,125.52523157538612,154.17622996284126
23,83.15399511364663,127.7893946206563,154.27329009842947,96.24799245967866,141.20862632693334
24,121.30388089741976,127.56572924763968,127.93635940304242,123.78412531863677,119.53420311976379
25,114.77910767043474,53.05545458964451,128.19313678189178,117.05271063924339,132.6184422949318
26,114.1144456566235,110.36321788350682,155.7748415720463,117.84525407208137,110.53870152128513
27,110.55277963697115,79.22232459946403,140.75130305440152,88.95266797334547,126.82365993304506
28,103.47432834130957,95.66679261034251,96.40959230011413,96.40280600423114,128.586235463428
29,90.7261265848021,113.14649933087713,108.18043030106698,79.2384573609691,117.44656895854901
30,94.9992719963166,110.81921712527142,136.15564429384517,95.6514777637017,99.06141389745851
31,107.04027634796051,110.20808980671883,117.98791217561254,117.9564083585499,68.54348953699873
32,127.21591898860659,152.88925139632858,80.6074794810233,114.21499493896685,148.094213546523
33,84.55876265567896,75.91681298185046,157.45038639445036,100.24632137172962,101.75693272960935
34,88.28992625073599,78.54355167452736,105.52913522924007,101.94424086292393,113.75173719794836
35,119.57439454656206,90.58035677119521,122.12320016908042,123.27039172822462,121.23434015128583
36,117.1356865748339,142.14786701407664,149.67171201422343,82.61246206811404,134.77055084246234
37,98.43525955423789,116.95326091605533,113.6430186969219,106.10820316941789,118.18936181834553
38,80.69802138410725,112.93012478819931,131.90726603755468,146.04227023921283,108.23994400991901
39,122.45492097171191,82.02502682252538,155.98539983810716,95.2210391862898,134.75335035102228
40,136.9872334549485,98.89576185606042,146.23096659117485,112.67344597689205,141.95052343763723
41,108.10030807147574,102.5256583838302,160.87317285642303,102.91539261106877,147.10788458420208
42,139.8187248876376,131.17039336951817,116.73636536411196,81.32231059391938,117.77212182558857
43,105.06382695923007,105.2548748779819,107.79454174132013,82.79152108176933,93.89026947444843
44,99.81686072536777,100.86161966744856,113.21487730142078,87.45693655839324,146.58111437690386
45,130.14697493224733,89.82833717580091,107.53360104134785,92.89587809735225,136.5384808550648
46,134.5999156022441,75.95187805686676,123.06949365281137,135.23391757171274,152.6601389426898
47,115.57040659884969,94.07858103213294,131.44408008256917,96.60030762183248,118.32591380581864
48,114.4646306166702,126.57581628500819,149.00054004315135,86.47350384087241,173.2101600993495
49,80.65716826147715,72.52281120123145,176.96842701922824,61.74791203495959,107.1955261447848
50,134.6048778614613,84.59552920333442,125.47670971949836,98.93210269133039,119.7552636417345
51,111.38460541877653,92.39904539181018,143.49915236398266,70.42758253142368,143.92602183869255
52,123.21166688994172,124.2965345390785,127.1342363974891,93.70245040899094,108.13249146574243
53,127.1648373872942,147.68576846605464,119.47587393032418,117.74160634720657,128.14778911348185
54,115.26396387603664,102.91173898022396,143.034348008983,130.68032849945448,148.31733204859685
55,177.60492495936558,89.8600785073743,146.16682269564015,83.38916290295103,131.75668729383793
56,119.70108513708776,124.58691950592781,126.98725923842397,126.81505947888701,130.53923677918647
57,98.44983455154495,120.30862246267601,134.33512497267725,85.52197873540021,159.94349208968075
