rep,snp_1_12709676,snp_2_52446065,snp_3_89229500,snp_4_98371204,snp_5_76120008
1,5.499478739526504,2.9723421203000027,2.7186494783222215,10.292676206251286,8.88633412926117
2,12.327839507658798,16.494648744361804,12.580464983843328,13.870277052627529,2.0449912167997284
3,9.366451054789016,8.015540595659981,24.197020851350747,3.1420158058771195,30.816785608426592
4,5.877404927415647,8.782807456091307,25.047335166836977,2.588573730274137,18.697046809307707
5,6.941882084503593,7.131681107841469,13.8542189778903,15.84952904258156,23.206961090734183
6,3.5296432262606734,15.252389716450079,12.083946331845091,10.027691336397098,11.136933341113082
7,8.60569833070351,10.598651604710408,10.835047868163915,7.061727573840932,3.5613627982526346
8,2.9010586790550685,15.431027921413632,11.892179768201352,1.29855003106874,3.7771403341604066
9,9.423064557771692,2.2757908143600667,4.983421170085224,11.943354694368587,12.804548193434899
10,4.625685280519085,8.72029881223249,8.144694064446231,2.9949313260159163,10.514332329825978
11,5.523174992235898,5.719009011107846,23.90805755350421,16.303696483887634,6.689057922541821
12,1.9472477355912141,9.666536191153508,36.253528703697114,25.24449666394344,19.79953517464429
13,6.874425649064861,16.00848724945921,7.035492864298445,7.537655992388149,10.836346499971032
14,13.087639391502977,0.6434646879759129,16.48747238021992,9.19351107610802,12.519843830356926
15,14.623080927105958,12.666035080393389,8.202940086834266,11.011160905252607,7.79869508360356
16,19.55773585451113,2.4064910352193642,9.70999755946393,6.64289886549453,15.41032847067441
17,8.868341141232706,2.4225940205308523,13.514317550063582,12.633586296265747,11.560659891888976
18,6.499548520677089,8.510009862163043,6.05080309942631,3.7973241788018024,5.533306303743918
19,13.317823858118338,8.139084846467835,13.345134119491522,5.732913319412746,8.887679134425083
20,7.097992236543338,9.992070331292318,2.8319015454149885,12.422608963793756,11.285664974515708
21,5.662920341946042,4.939028284042282,5.713016237395152,2.739691795149634,3.7556985330468753
22,3.0231209304582447,9.28188438256215,15.022050755703184,12.686169551269066,18.732989383485066
23,2.016040677278236,14.550839637228645,18.460589745808964,5.646078746622073,11.786682237859539
24,12.837681388512202,14.901366059998066,9.040078755765109,13.454822898326762,5.761638106063851
25,10.707088369405154,0.012512475649590625,12.04915551502966,12.910175340009399,11.69084813741286
26,11.033081943767085,9.660317499432718,21.123995131547915,11.609804764313209,5.404074915031218
27,8.443616006984108,4.265064704019601,14.800378712970085,4.9985278374056366,10.875378710602918
28,7.785443654459097,6.586785821076794,3.4498015732987257,6.33479440766759,11.811617864558134
29,4.95550649703416,10.796469332133764,5.980019528112203,2.5403429950654237,6.3612183659447945
30,5.96062072705379,11.139983096224999,12.488356524170321,6.512738114602587,4.308455224751598
31,7.308803816736256,8.734342261184207,7.396276637447741,11.6683665874392,0.022983514884638356
32,11.088965992862441,23.035647009890482,0.7643214051512838,9.313453330097026,11.745433474067337
33,2.686735506977926,1.9146808030533256,20.011449502333864,6.720969383114003,3.695855534720125
34,2.4821734222147285,2.2842928968352587,4.316250012154567,8.17148314125029,5.888065580329201
35,11.013349882887441,5.416310109813391,8.58357842308634,14.013121772426686,8.873372710612255
36,9.609190931911012,19.47530125892189,16.365265736855456,2.2624431867382455,8.166038807036182
37,7.068700793094978,12.987040122875943,6.815999131131338,8.750461579256495,5.869876215645737
38,2.4653274247291814,10.743006373860473,12.16784789387487,23.882173416600992,4.348873099003243
39,10.116874070858069,1.5135667394471741,17.099816547321485,4.885046779814237,9.30610842859952
40,15.437786642017617,6.290140576241167,17.147253191718946,10.033419118543152,12.552533012789024
41,9.166301421129837,7.440290006153518,21.642879790989586,8.26818431331029,14.995486833083104
42,18.377621484151607,16.33334103155994,6.045609131978423,2.8202263350375345,6.6212993201422865
43,7.8822095067662925,11.200685636740571,5.372327159114683,4.264979409860913,3.37084300124041
44,7.045875987432457,8.774235808456789,8.255083870037296,4.134774468294568,16.116841475950917
45,16.926215351064783,4.321964349818198,6.195989876383635,6.0391633855316345,14.30118659257137
46,16.680487517507814,1.935495658635788,9.39687612953962,22.352348081794904,17.836031146314316
47,9.865562568856205,6.30817119501199,11.108540500461512,6.275967324247076,7.500949953368415
48,9.548172128444643,15.757684545352193,16.20474660006582,4.040012313350507,22.389977973620248
49,4.5358655210385095,2.69305658963112,30.622331156891274,1.115276996705532,4.803513002976876
50,16.230740329643314,2.862087968751296,10.943257448538695,6.410185881495663,8.06472658752272
51,9.033164678820595,5.71677275686959,15.620065825003973,0.8285080937925294,14.59758219312692
52,16.180774815654473,15.552129805920734,11.184376325974899,6.399625994240903,5.696324766383941
53,15.242513507656156,20.60314108282121,7.380222119889133,10.559637557350444,10.59478425742715
54,10.288293209456642,7.502455133112443,13.318776332790593,16.328886907145336,14.299734840138129
55,35.42402564480694,4.200910934325183,15.080522544022807,2.169966126236013,10.895814965853102
56,10.82203623709085,13.631183782013105,8.867488566754412,11.957194075175737,8.167479643707397
57,4.131932850548142,12.770725190050344,10.74877584428202,2.171143470403555,18.608075390952973
58,6.053056491183009,7.0565262054566125,8.55224098436688,9.215536294439893,13.031986665324846
59,12.444016323580025,9.545698913370337,5.9448894136198955,3.3898687291474605,10.646919726600688
60,8.037167799011781,18.1802314694154,6.375816601677008,7.965545295846251,23.944076203039494
61,3.664566437784926,10.150615118277273,9.425466815843599,13.548135474824736,4.568946197117003
62,8.914493623994817,5.759063217761591,12.079070157001114,5.100530455994081,11.849359707010363
63,4.731138639400842,7.668064328691318,11.038547635213165,2.3024955235265296,13.654054346561097
64,9.482474695010827,18.99821833391672,15.793966256277194,10.323021092626744,14.762566881263771
65,5.888867659814227,14.591296478239325,13.916320431159932,8.658687751396826,7.388060286630867
66,17.615002708224857,9.109659185697815,7.098741623631061,3.0234131965763553,2.9050377584612
67,2.1517326904545566,1.3467186472155943,19.197484380907053,14.790351865334719,24.425088732106946
68,16.997750903058314,2.8219910956417715,14.244850011226209,5.958824529534105,26.744341190048743
69,17.42379471388032,27.293332392741686,7.59570738518093,4.683344625976193,7.375381289937564
70,21.668314792100205,13.262774567006558,9.079202084344416,0.4071985597515431,18.60183860382919
71,3.646917105688758,2.2532545168213423,7.534961302464321,3.502997055462593,6.39341195492073
72,6.140936742193256,4.9505362778235025,11.991315965246315,15.68380545264958,11.969216662641674
73,19.10302357660171,1.499091770094069,4.740210464318548,11.2934354024551,0.09675438739797516
74,8.752783623639203,0.289158991812819,20.810305000692814,6.263244737020642,24.37101765979174
75,11.098499766497383,12.37642447452233,9.059095173089572,5.718371037101503,4.30915017622901
76,9.965670067837465,8.864233085735728,19.38675257781272,3.5133142229107204,8.537997424151078
77,2.5737710907181066,11.920773753731359,3.4082927703629653,1.6118503496944834,6.770603760551391
78,10.861115307767754,6.051929007873756,8.455123283225458,12.192594098924713,17.48152368685184
79,3.0277512722185214,6.904688559123045,11.486760224622149,2.004380153296914,8.979757788028515
80,9.950990358279242,11.001511995012992,19.40681482279099,3.9793609939233527,6.417470045699005
81,14.34144749155863,7.943791949662741,7.852773185738492,0.4200693802276256,8.57474187000232
82,10.69014044222925,9.66103771418094,1.808684664236579,18.99487869557079,20.279883429813182
83,1.5146032817004382,4.343353199666372,21.895682521339943,5.241720576514021,1.6429938182717758
84,11.01898259902259,4.194833278422466,14.486799010545381,4.726444264578712,6.682106841541343
85,12.859299101815326,2.331309609693229,13.321507257884539,9.563155688975181,24.367725625586313
86,14.605289457081671,11.933948520493454,27.510334323280322,4.35696260299148,21.055670634804528
87,8.648953433084028,2.3632986375793634,13.848797209301635,11.559990545249182,15.455217848030092
88,4.697872300130738,16.07424802412093,10.248009907783244,5.720917828519215,5.83004022605601
89,10.539938621159655,12.909552235872614,10.641356082856303,7.9429529436175015,5.305392195343308
90,2.753381306380188,12.105374809504427,2.798975892296228,2.6561507179582757,6.402678763321252
91,4.198205893937493,8.942464656578876,3.4337698133843335,14.037382518413734,8.16759743473881
92,8.407715698591234,3.5393871389773985,0.49446687602872297,0.9345157983335843,18.94150771580462
93,12.726326100632932,16.697239397175856,8.835967594307911,12.54303207655101,4.299084411274905
94,4.585048851577915,7.80880432163402,11.952204825371831,10.449111570915244,6.264306454562586
95,7.938087487913049,4.126618464670714,3.667185631245138,1.42007303203259,5.25932954294968
96,9.798805869039887,5.393638437420246,18.185622140464247,6.332165868879438,13.700225182725951
97,8.68874175821475,10.199495768665457,12.468132438340936,6.0533424611808,7.126134759360145
98,0.33546356679432454,3.2674126488946786,21.141600423006555,3.860966189409821,17.182441831871948
99,14.205605519827577,2.640794839687371,10.292055508178514,4.123557999488114,7.3901647289242165
100,14.136436572595333,14.689877434446558,11.148685305328343,4.087423188477576,6.707565583711182
